big,English,grand,French,groß,German,grande,Italian,magnus,Latin,bol'shoj,Russian,grande,Spanish,groot,Dutch,stor,Swedish,mahát,Sanskrit
long,English,long,French,lang,German,lungo,Italian,diu,Latin,dlinnyj,Russian,largo,Spanish,lang,Dutch,lång,Swedish,dīrghá,Sanskrit
wide,English,large,French,breit,German,ampio,Italian,lata,Latin,shirokij,Russian,ancho,Spanish,breed,Dutch,bred,Swedish,urú,Sanskrit
thick,English,épais,French,dick,German,spesso,Italian,crassus,Latin,tolstyj,Russian,espesor,Spanish,dik,Dutch,tjock,Swedish,ghaná,Sanskrit
heavy,English,lourd,French,schwer,German,pesante,Italian,gravis,Latin,tjazhjolyj,Russian,pesado,Spanish,zwaar,Dutch,tung,Swedish,gurú,Sanskrit
small,English,petit,French,klein,German,piccolo,Italian,parva,Latin,malen'kij,Russian,pequeño,Spanish,klein,Dutch,liten,Swedish,álpa,Sanskrit
short,English,court,French,kurz,German,breve,Italian,brevis,Latin,korotkij,Russian,corto,Spanish,kort,Dutch,kort,Swedish,hrasvá,Sanskrit
narrow,English,étroit,French,eng,German,stretto,Italian,angustus,Latin,uzkij,Russian,estrecho,Spanish,smal,Dutch,trång,Swedish,aṃhú,Sanskrit
thin,English,mince,French,dünn,German,sottile,Italian,tenues,Latin,tonkij,Russian,delgado,Spanish,dun,Dutch,tunn,Swedish,tanú,Sanskrit
woman,English,femme,French,frau,German,donna,Italian,mulier,Latin,zhenschina,Russian,mujer,Spanish,vrouw,Dutch,kvinna,Swedish,strī́,Sanskrit
man,English,homme,French,mann,German,uomo,Italian,homo,Latin,muzhchina,Russian,hombre,Spanish,man,Dutch,man,Swedish,púruṣa,Sanskrit
man,English,homme,French,mensch,German,uomo,Italian,homo,Latin,chelovek,Russian,hombre,Spanish,mens,Dutch,människa,Swedish,manuṣyá,Sanskrit
child,English,enfant,French,kind,German,bambino,Italian,puer,Latin,rebjonok,Russian,niño,Spanish,kind,Dutch,barn,Swedish,bā́la,Sanskrit
wife,English,femme,French,frau,German,moglie,Italian,uxor,Latin,zhena,Russian,esposa,Spanish,vrouw,Dutch,hustru,Swedish,pátnī,Sanskrit
husband,English,mari,French,mann,German,marito,Italian,maritus,Latin,muzh,Russian,marido,Spanish,man,Dutch,man,Swedish,páti,Sanskrit
mother,English,mère,French,mutter,German,madre,Italian,mater,Latin,mat',Russian,madre,Spanish,moeder,Dutch,mamma,Swedish,mā́tṛ,Sanskrit
father,English,père,French,vater,German,padre,Italian,pater,Latin,otec,Russian,padre,Spanish,vader,Dutch,pappa,Swedish,pitṛ́,Sanskrit
animal,English,animal,French,tier,German,animale,Italian,animalis,Latin,zhivotnoe,Russian,animal,Spanish,dier,Dutch,djur,Swedish,páśu,Sanskrit
fish,English,poisson,French,fisch,German,pesce,Italian,piscis,Latin,ryba,Russian,pescado,Spanish,vis,Dutch,fisk,Swedish,mátsya,Sanskrit
bird,English,oiseau,French,vogel,German,uccello,Italian,avis,Latin,ptica,Russian,pájaro,Spanish,vogel,Dutch,fågel,Swedish,ví,Sanskrit
dog,English,chien,French,hund,German,cane,Italian,canis,Latin,sobaka,Russian,perro,Spanish,hond,Dutch,hund,Swedish,śván,Sanskrit
louse,English,pou,French,laus,German,pidocchio,Italian,pedis,Latin,vosh',Russian,piojo,Spanish,luis,Dutch,lus,Swedish,yūkā,Sanskrit
snake,English,serpent,French,schlange,German,serpente,Italian,anguis,Latin,zmeja,Russian,serpiente,Spanish,slang,Dutch,orm,Swedish,sarpá,Sanskrit
worm,English,ver,French,wurm,German,verme,Italian,vermis,Latin,cherv',Russian,gusano,Spanish,worm,Dutch,mask,Swedish,kṛ́mi,Sanskrit
tree,English,arbre,French,baum,German,albero,Italian,arbor,Latin,derevo,Russian,árbol,Spanish,boom,Dutch,träd,Swedish,vṛkṣá,Sanskrit
forest,English,forêt,French,wald,German,foresta,Italian,silva,Latin,les,Russian,bosque,Spanish,woud,Dutch,skog,Swedish,vána,Sanskrit
stick,English,bâton,French,stock,German,attaccare,Italian,inhaero,Latin,palka,Russian,palo,Spanish,stok,Dutch,pinne,Swedish,daṇḍá,Sanskrit
fruit,English,fruit,French,frucht,German,frutta,Italian,fructus,Latin,plod,Russian,fruta,Spanish,fruit,Dutch,frukt,Swedish,phála,Sanskrit
seed,English,graine,French,samen,German,seme,Italian,semen,Latin,semja,Russian,semilla,Spanish,zaad,Dutch,frö,Swedish,bī́ja,Sanskrit
leaf,English,feuille,French,blatt,German,foglia,Italian,folium,Latin,list,Russian,hoja,Spanish,blad,Dutch,löv,Swedish,páttra,Sanskrit
root,English,racine,French,wurzel,German,radice,Italian,radix,Latin,koren',Russian,raíz,Spanish,wortel,Dutch,rot,Swedish,mū́la,Sanskrit
bark,English,écorce,French,rinde,German,corteccia,Italian,cortex,Latin,kora,Russian,ladrido,Spanish,schors,Dutch,bark,Swedish,tvác,Sanskrit
flower,English,fleur,French,blume,German,fiore,Italian,flos,Latin,cvetok,Russian,flor,Spanish,bloem,Dutch,blomma,Swedish,púṣpa,Sanskrit
grass,English,herbe,French,gras,German,erba,Italian,herba,Latin,trava,Russian,hierba,Spanish,gras,Dutch,gräs,Swedish,tṛ́ṇa,Sanskrit
rope,English,corde,French,seil,German,corda,Italian,funis,Latin,verjovka,Russian,cuerda,Spanish,touw,Dutch,rep,Swedish,rájju,Sanskrit
skin,English,peau,French,haut,German,pelle,Italian,cutis,Latin,kozha,Russian,piel,Spanish,huid,Dutch,hud,Swedish,cárman,Sanskrit
meat,English,viande,French,fleisch,German,carne,Italian,cibus,Latin,mjaso,Russian,carne,Spanish,vlees,Dutch,kött,Swedish,māṃsá,Sanskrit
blood,English,sang,French,blut,German,sangue,Italian,sanguis,Latin,krov',Russian,sangre,Spanish,bloed,Dutch,blod,Swedish,rakta,Sanskrit
bone,English,os,French,knochen,German,osso,Italian,os,Latin,kost',Russian,hueso,Spanish,been,Dutch,ben,Swedish,ásthi,Sanskrit
fat,English,graisse,French,fett,German,grasso,Italian,adipem,Latin,zhir,Russian,grasa,Spanish,vet,Dutch,fett,Swedish,pī́vas,Sanskrit
egg,English,œuf,French,ei,German,uovo,Italian,ovum,Latin,jajco,Russian,huevo,Spanish,ei,Dutch,ägg,Swedish,aṇḍá,Sanskrit
horn,English,corne,French,horn,German,corno,Italian,cornu,Latin,rog,Russian,cuerno,Spanish,hoorn,Dutch,horn,Swedish,śṛṅgá,Sanskrit
tail,English,queue,French,schwanz,German,coda,Italian,cauda,Latin,hvost,Russian,cola,Spanish,staart,Dutch,svans,Swedish,púccha,Sanskrit
feather,English,plume,French,feder,German,piuma,Italian,pinnam,Latin,pero,Russian,pluma,Spanish,veer,Dutch,fjäder,Swedish,parṇá,Sanskrit
hair,English,cheveu,French,haar,German,capelli,Italian,capillus,Latin,volos,Russian,cabello,Spanish,haar,Dutch,hår,Swedish,kéśa,Sanskrit
head,English,tête,French,kopf ,German,testa,Italian,caput,Latin,golova,Russian,cabeza,Spanish,hoofd,Dutch,huvud,Swedish,śíras,Sanskrit
ear,English,oreille,French,ohr,German,orecchio,Italian,auris,Latin,uho,Russian,oído,Spanish,oor,Dutch,öra,Swedish,kárṇa,Sanskrit
eye,English,œil,French,auge,German,occhio,Italian,oculus,Latin,glaz,Russian,ojo,Spanish,oog,Dutch,öga,Swedish,ákṣi,Sanskrit
nose,English,nez,French,nase,German,naso,Italian,nasus,Latin,nos,Russian,nariz,Spanish,neus,Dutch,näsa,Swedish,nā́sā,Sanskrit
mouth,English,bouche,French,mund,German,bocca,Italian,os,Latin,rot,Russian,boca,Spanish,mond,Dutch,mun,Swedish,vaktra,Sanskrit
tooth,English,dent,French,zahn,German,dente,Italian,dentem,Latin,zub,Russian,diente,Spanish,tand,Dutch,tand,Swedish,dánta,Sanskrit
tongue,English,langue,French,zunge,German,lingua,Italian,lingua,Latin,jazyk,Russian,lengua,Spanish,tong,Dutch,tunga,Swedish,jihvā́,Sanskrit
fingernail,English,ongle,French,fingernagel,German,unghia,Italian,unguem,Latin,nogot',Russian,uña,Spanish,vingernagel,Dutch,nagel,Swedish,nakhá,Sanskrit
foot,English,pied,French,fuß,German,piede,Italian,pes,Latin,stupnja,Russian,pie,Spanish,voet,Dutch,fot,Swedish,padá,Sanskrit
leg,English,jambe,French,bein,German,gamba,Italian,crus,Latin,noga,Russian,pierna,Spanish,been,Dutch,ben,Swedish,jáṅgha,Sanskrit
knee,English,genou,French,knie,German,ginocchio,Italian,genu,Latin,koleno,Russian,rodilla,Spanish,knie,Dutch,knä,Swedish,jā́nu,Sanskrit
hand,English,main,French,hand,German,mano,Italian,manu,Latin,kist' ruki,Russian,mano,Spanish,hand,Dutch,hand,Swedish,hásta,Sanskrit
wing,English,aile,French,flügel,German,ala,Italian,ala,Latin,krylo,Russian,ala,Spanish,vleugel,Dutch,vinge,Swedish,pakṣá,Sanskrit
belly,English,ventre,French,bauch,German,pancia,Italian,venter,Latin,zhivot,Russian,vientre,Spanish,buik,Dutch,mage,Swedish,udára,Sanskrit
guts,English,entrailles,French,eingeweide,German,budella,Italian,viscera,Latin,kishki,Russian,agallas,Spanish,ingewanden,Dutch,inälvor,Swedish,ántra,Sanskrit
neck,English,cou,French,hals,German,collo,Italian,collum,Latin,sheja,Russian,cuello,Spanish,nek,Dutch,hals,Swedish,gala,Sanskrit
back,English,dos,French,rücken,German,indietro,Italian,retro,Latin,spina,Russian,espalda,Spanish,rug,Dutch,rygg,Swedish,pṛṣṭhá,Sanskrit
breast,English,sein,French,brust,German,seno,Italian,pectus,Latin,grud',Russian,pecho,Spanish,borst,Dutch,bröst,Swedish,stána,Sanskrit
heart,English,cœur,French,herz,German,cuore,Italian,cor,Latin,serdce,Russian,corazón,Spanish,hart,Dutch,hjärta,Swedish,hṛ́daya,Sanskrit
liver,English,foie,French,leber,German,fegato,Italian,iecur,Latin,pechen',Russian,hígado,Spanish,lever,Dutch,lever,Swedish,yákṛt,Sanskrit
drink,English,boire,French,trinken,German,bere,Italian,bibere,Latin,pit',Russian,beber,Spanish,drinken,Dutch,dricka,Swedish,píbati,Sanskrit
eat,English,manger,French,essen,German,mangiare,Italian,manducare,Latin,est',Russian,comer,Spanish,eten,Dutch,äta,Swedish,khā́dati,Sanskrit
bite,English,mordre,French,beißen,German,mordere,Italian,mordere,Latin,kusat',Russian,morder,Spanish,bijten,Dutch,bita,Swedish,dáśati,Sanskrit
suck,English,sucer,French,saugen,German,succhiare,Italian,nutrientibus,Latin,sosat',Russian,chupar,Spanish,zuigen,Dutch,suga,Swedish,dháyati,Sanskrit
spit,English,cracher,French,spucken,German,sputare,Italian,conspuentibus,Latin,plevat',Russian,escupir,Spanish,spuwen,Dutch,spotta,Swedish,ṣṭhī́vati,Sanskrit
vomit,English,vomir,French,erbrechen,German,vomitare,Italian,evomere,Latin,blevat',Russian,vomitar,Spanish,braken,Dutch,kräkas,Swedish,vámati,Sanskrit
blow,English,souffler,French,blasen,German,soffiare,Italian,flarent,Latin,dut',Russian,soplar,Spanish,blazen,Dutch,blåsa,Swedish,vā́ti,Sanskrit
breathe,English,respirer,French,atmen,German,respirare,Italian,spirant,Latin,dyshat',Russian,respirar,Spanish,ademen,Dutch,andas,Swedish,ániti,Sanskrit
laugh,English,rire,French,lachen,German,ridere,Italian,"ridere,",Latin,smejat'sja,Russian,reír,Spanish,lachen,Dutch,skratta,Swedish,smáyate,Sanskrit
see,English,voir,French,sehen,German,vedere,Italian,videre,Latin,videt',Russian,ver,Spanish,zien,Dutch,se,Swedish,páśyati,Sanskrit
hear,English,entendre,French,hören,German,sentire,Italian,audire,Latin,slyshat',Russian,escuchar,Spanish,horen,Dutch,höra,Swedish,śṛṇóti,Sanskrit
know,English,savoir,French,wissen,German,sapere,Italian,scire,Latin,znat',Russian,saber,Spanish,weten,Dutch,veta,Swedish,jānā́ti,Sanskrit
think,English,penser,French,denken,German,pensare,Italian,cogitare,Latin,dumat',Russian,pensar,Spanish,denken,Dutch,tänka,Swedish,mányate,Sanskrit
smell,English,sentir,French,riechen,German,odore,Italian,odor,Latin,njuhat',Russian,olor,Spanish,ruiken,Dutch,lukta,Swedish,jíghrati,Sanskrit
fear,English,craindre,French,fürchten,German,paura,Italian,timor,Latin,bojat'sja,Russian,miedo,Spanish,vrezen,Dutch,frukta,Swedish,bibhéti,Sanskrit
sleep,English,dormir,French,schlafen,German,dormire,Italian,somnus,Latin,spat',Russian,dormir,Spanish,slapen,Dutch,sova,Swedish,svápiti,Sanskrit
live,English,vivre,French,leben,German,vivere,Italian,vivere,Latin,zhit',Russian,vivir,Spanish,leven,Dutch,leva,Swedish,jī́vati,Sanskrit
die,English,mourir,French,sterben,German,morire,Italian,mori,Latin,umirat',Russian,morir,Spanish,sterven,Dutch,dö,Swedish,mriyáte,Sanskrit
kill,English,tuer,French,töten,German,uccidere,Italian,occidere,Latin,ubivat',Russian,matar,Spanish,doden,Dutch,döda,Swedish,hánti,Sanskrit
fight,English,se battre,French,kämpfen,German,combattere,Italian,pugnare,Latin,borot'sja,Russian,luchar,Spanish,vechten,Dutch,strida,Swedish,yúdhyate,Sanskrit
hunt,English,chasser,French,jagen,German,caccia,Italian,hunt,Latin,ohotit'sja,Russian,caza,Spanish,jagen,Dutch,jaga,Swedish,veti,Sanskrit
hit,English,frapper,French,schlagen,German,colpire,Italian,ledo,Latin,bit',Russian,golpear,Spanish,slaan,Dutch,slå,Swedish,hánti,Sanskrit
cut,English,couper,French,schneiden,German,taglio,Italian,secare,Latin,rezat',Russian,cortar,Spanish,snijden,Dutch,skära,Swedish,kṛntáti,Sanskrit
split,English,fendre,French,spalten,German,dividere,Italian,scindendae,Latin,raskalyvat',Russian,dividido,Spanish,splijten,Dutch,dela,Swedish,bhinátti,Sanskrit
stab,English,poignarder,French,stechen,German,pugnalata,Italian,confodisti,Latin,votknut',Russian,puñalada,Spanish,steken,Dutch,sticka,Swedish,vídhyati,Sanskrit
scratch,English,gratter,French,kratzen,German,graffiare,Italian,scalpere,Latin,carapat',Russian,rayar,Spanish,krabben,Dutch,klia,Swedish,likháti,Sanskrit
dig,English,creuser,French,graben,German,scavare,Italian,fodere,Latin,kopat',Russian,cavar,Spanish,graven,Dutch,gräva,Swedish,khánati,Sanskrit
swim,English,nager,French,schwimmen,German,nuotare,Italian,natare,Latin,plavat',Russian,nadar,Spanish,zwemmen,Dutch,simma,Swedish,plávate,Sanskrit
fly,English,voler,French,fliegen,German,volare,Italian,volare,Latin,letat',Russian,volar,Spanish,vliegen,Dutch,flyga,Swedish,pátati,Sanskrit
walk,English,marcher,French,gehen,German,camminare,Italian,ambulare,Latin,hodit',Russian,caminar,Spanish,lopen,Dutch,gå,Swedish,éti,Sanskrit
come,English,venir,French,kommen,German,venire,Italian,venire,Latin,prihodit',Russian,venir,Spanish,komen,Dutch,komma,Swedish,ā́gacchati,Sanskrit
lie,English,s'étendre,French,liegen,German,mentire,Italian,mentiri,Latin,lezhat',Russian,mentir,Spanish,liggen,Dutch,ligga,Swedish,śéte,Sanskrit
sit,English,s'asseoir,French,sitzen,German,sedersi,Italian,sedere,Latin,sidet',Russian,sentarse,Spanish,zitten,Dutch,sitta,Swedish,sī́dati,Sanskrit
stand,English,se lever,French,stehen,German,stare in piedi,Italian,stare,Latin,stojat',Russian,estar de pie,Spanish,staan,Dutch,stå,Swedish,tíṣṭhati,Sanskrit
turn,English,tourner,French,drehen,German,girare,Italian,converte,Latin,povorachivat',Russian,vuelta,Spanish,draaien,Dutch,svänga,Swedish,vártate,Sanskrit
fall,English,tomber,French,fallen,German,caduta,Italian,cadere,Latin,padat',Russian,caer,Spanish,vallen,Dutch,falla,Swedish,pádyate,Sanskrit
give,English,donner,French,geben,German,dare,Italian,dare,Latin,davat',Russian,dar,Spanish,geven,Dutch,ge,Swedish,dádāti,Sanskrit
hold,English,tenir,French,halten,German,tenere,Italian,tenere,Latin,derzhat',Russian,mantener,Spanish,houden,Dutch,hålla,Swedish,dhárati,Sanskrit
squeeze,English,serrer,French,quetschen,German,spremere,Italian,exprimito,Latin,szhimat',Russian,apretar,Spanish,knijpen,Dutch,klämma,Swedish,mṛdnā́ti,Sanskrit
rub,English,frotter,French,reiben,German,strofinare,Italian,fricare,Latin,teret',Russian,frotar,Spanish,wrijven,Dutch,gnida,Swedish,ghárṣati,Sanskrit
wash,English,laver,French,waschen,German,lavare,Italian,lavabit,Latin,myt',Russian,lavar,Spanish,wassen,Dutch,tvätta,Swedish,kṣā́layati,Sanskrit
wipe,English,essuyer,French,wischen,German,pulire,Italian,extergunt,Latin,vytirat',Russian,limpiar,Spanish,vegen,Dutch,rensa,Swedish,mā́rṣṭi,Sanskrit
pull,English,tirer,French,ziehen,German,tirare,Italian,attrahendam,Latin,tjanut',Russian,tirar,Spanish,trekken,Dutch,dra,Swedish,kárṣati,Sanskrit
push,English,pousser,French,drücken,German,spingere,Italian,ventilabis,Latin,tolkat',Russian,empuje,Spanish,duwen,Dutch,trycka,Swedish,nudáti,Sanskrit
throw,English,jeter,French,werfen,German,buttare,Italian,subvertat,Latin,brosat',Russian,lanzar,Spanish,werpen,Dutch,kasta,Swedish,kṣipáti,Sanskrit
tie,English,lier,French,binden,German,legare,Italian,iungite,Latin,svjazyvat',Russian,atar,Spanish,knopen,Dutch,knyta,Swedish,badhnā́ti,Sanskrit
sew,English,coudre,French,nähen,German,cucire,Italian,consuendi,Latin,shit',Russian,coser,Spanish,naaien,Dutch,sy,Swedish,sī́vyati,Sanskrit
count,English,compter,French,zählen,German,contare,Italian,numerabit,Latin,schitat',Russian,contar,Spanish,tellen,Dutch,räkna,Swedish,gáṇayati,Sanskrit
say,English,dire,French,sagen,German,dire,Italian,dicere,Latin,skazat',Russian,decir,Spanish,zeggen,Dutch,säga,Swedish,vákti,Sanskrit
sing,English,chanter,French,singen,German,cantare,Italian,cantare,Latin,pet',Russian,cantar,Spanish,zingen,Dutch,sjunga,Swedish,gā́yati,Sanskrit
play,English,jouer,French,spielen,German,giocare,Italian,ludere,Latin,igrat',Russian,jugar,Spanish,spelen,Dutch,leka,Swedish,dī́vyati,Sanskrit
float,English,flotter,French,schweben,German,galleggiante,Italian,supernatet,Latin,plavat',Russian,flotar,Spanish,zweven,Dutch,flyta,Swedish,plávate,Sanskrit
flow,English,couler,French,fließen,German,flusso,Italian,fluere,Latin,tech',Russian,flujo,Spanish,vloeien,Dutch,rinna,Swedish,sárati,Sanskrit
freeze,English,geler,French,frieren,German,congelare,Italian,duratus,Latin,zamerzat',Russian,congelar,Spanish,vriezen,Dutch,frysa,Swedish,śī́yate,Sanskrit
swell,English,gonfler,French,schwellen,German,gonfiarsi,Italian,intumescunt,Latin,puhnut',Russian,hincharse,Spanish,zwellen,Dutch,svälla,Swedish,śváyati,Sanskrit
sun,English,soleil,French,sonne,German,sole,Italian,sol,Latin,solnce,Russian,sol,Spanish,zon,Dutch,sol,Swedish,sū́rya,Sanskrit
moon,English,lune,French,mond,German,luna,Italian,luna,Latin,luna,Russian,luna,Spanish,maan,Dutch,måne,Swedish,mā́sa,Sanskrit
star,English,étoile,French,stern,German,stella,Italian,stella,Latin,zvezda,Russian,estrella,Spanish,ster,Dutch,stjärna,Swedish,nákṣatra,Sanskrit
water,English,eau,French,wasser,German,acqua,Italian,aqua,Latin,voda,Russian,agua,Spanish,water,Dutch,vatten,Swedish,jalá,Sanskrit
rain,English,pluie,French,regen,German,pioggia,Italian,pluvia,Latin,dozhd',Russian,lluvia,Spanish,regen,Dutch,regn,Swedish,varṣá,Sanskrit
river,English,rivière,French,fluß,German,fiume,Italian,flumen,Latin,reka,Russian,río,Spanish,rivier,Dutch,flod,Swedish,nadī́,Sanskrit
lake,English,lac,French,see,German,lago,Italian,lacus,Latin,ozero,Russian,lago,Spanish,meer,Dutch,sjö,Swedish,sáras,Sanskrit
sea,English,mer,French,meer,German,mare,Italian,mare,Latin,more,Russian,mar,Spanish,zee,Dutch,hav,Swedish,samudrá,Sanskrit
salt,English,sel,French,salz,German,sale,Italian,sal,Latin,sol',Russian,sal,Spanish,zout,Dutch,salt,Swedish,lavaṇá,Sanskrit
stone,English,pierre,French,stein,German,pietra,Italian,lapis,Latin,kamen',Russian,piedra,Spanish,steen,Dutch,sten,Swedish,áśman,Sanskrit
sand,English,sable,French,sand,German,sabbia,Italian,harena,Latin,pesok,Russian,arena,Spanish,zand,Dutch,sand,Swedish,pāṃsú,Sanskrit
dust,English,poussière,French,staub,German,polvere,Italian,pulvis,Latin,pyl',Russian,polvo,Spanish,stof,Dutch,damm,Swedish,reṇú,Sanskrit
earth,English,terre,French,erde,German,terra,Italian,terra,Latin,zemlja,Russian,tierra,Spanish,aarde,Dutch,jord,Swedish,kṣám,Sanskrit
cloud,English,nuage,French,wolke,German,nuvola,Italian,nubes,Latin,oblako,Russian,nube,Spanish,wolk,Dutch,moln,Swedish,nábhas,Sanskrit
fog,English,brouillard,French,nebel,German,nebbia,Italian,caligo,Latin,tuman,Russian,niebla,Spanish,mist,Dutch,dimma,Swedish,míh,Sanskrit
sky,English,ciel,French,himmel,German,cielo,Italian,caelum,Latin,nebo,Russian,cielo,Spanish,lucht,Dutch,himmel,Swedish,ākāśá,Sanskrit
wind,English,vent,French,wind,German,vento,Italian,ventus,Latin,veter,Russian,viento,Spanish,wind,Dutch,vind,Swedish,vāyú,Sanskrit
snow,English,neige,French,schnee,German,neve,Italian,nix,Latin,sneg,Russian,nieve,Spanish,sneeuw,Dutch,snö,Swedish,himá,Sanskrit
ice,English,glace,French,eis,German,ghiaccio,Italian,glacies,Latin,ljod,Russian,hielo,Spanish,ijs,Dutch,is,Swedish,himá,Sanskrit
smoke,English,fumée,French,rauch,German,fumare,Italian,fumigant,Latin,dym,Russian,fumar,Spanish,rook,Dutch,rök,Swedish,dhūmá,Sanskrit
fire,English,feu,French,feuer,German,fuoco,Italian,ignis,Latin,ogon',Russian,fuego,Spanish,vuur,Dutch,eld,Swedish,agní,Sanskrit
ashes,English,cendres,French,asche,German,ceneri,Italian,cinere,Latin,zola,Russian,cenizas,Spanish,as,Dutch,aska,Swedish,ā́sa,Sanskrit
burn,English,brûler,French,brennen,German,bruciare,Italian,adolebit,Latin,goret',Russian,quemar,Spanish,branden,Dutch,brinna,Swedish,dahati,Sanskrit
road,English,route,French,straße,German,strada,Italian,via,Latin,doroga,Russian,carretera,Spanish,weg,Dutch,väg,Swedish,patha,Sanskrit
mountain,English,montagne,French,berg,German,montagna,Italian,mons,Latin,gora,Russian,montaña,Spanish,berg,Dutch,berg,Swedish,girí,Sanskrit
red,English,rouge,French,rot,German,rosso,Italian,ruber,Latin,krasnyj,Russian,rojo,Spanish,rood,Dutch,röd,Swedish,rakta,Sanskrit
green,English,vert,French,grün,German,verde,Italian,viridi,Latin,zeljonyj,Russian,verde,Spanish,groen,Dutch,grön,Swedish,harít,Sanskrit
yellow,English,jaune,French,gelb,German,giallo,Italian,flavis,Latin,zhjoltyj,Russian,amarillo,Spanish,geel,Dutch,gul,Swedish,pīta,Sanskrit
white,English,blanc,French,weiß,German,bianco,Italian,albus,Latin,belyj,Russian,blanco,Spanish,wit,Dutch,vit,Swedish,śvetá,Sanskrit
black,English,noir,French,schwarz,German,nero,Italian,niger,Latin,chjornyj,Russian,negro,Spanish,zwart,Dutch,svart,Swedish,kṛṣṇá,Sanskrit
night,English,nuit,French,nacht,German,notte,Italian,nocte,Latin,noch',Russian,noche,Spanish,nacht,Dutch,natt,Swedish,rā́tri,Sanskrit
day,English,jour,French,tag,German,giorno,Italian,die,Latin,den',Russian,día,Spanish,dag,Dutch,dag,Swedish,diná,Sanskrit
year,English,an,French,jahr,German,anno,Italian,anno,Latin,god,Russian,año,Spanish,jaar,Dutch,år,Swedish,varṣá,Sanskrit
warm,English,chaud,French,warm,German,caldo,Italian,tepido,Latin,tjoplyj,Russian,caliente,Spanish,warm,Dutch,varm,Swedish,taptá,Sanskrit
